respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Qual é a sua idade?,Com qual gênero você se identifica?,Qual é seu nível de escolaridade?,Qual é o nível de escolaridade do seu pai?,Qual é o nível de escolaridade da sua mãe?,Qual a sua profissão?,O que é o Sol?,Quantos planetas o Sistema Solar possui?,Qual o maior planeta do Sistema Solar?,Qual é o nome da nossa Galáxia?,O que é a Lua?,Qual é a distância (aproximada) da Terra ao Sol?,Qual o formato da Terra?,O que é um eclipse lunar?,"O que é uma ""estrela cadente""?",Qual a diferença entre cometa e asteroide?,O que é uma nebulosa?,Qual destes(as) é um(a) astrônomo(a) brasileiro(a)?,O que é um buraco negro?,"Qual a idade do Universo, aproximadamente?",Por que é necessário colocar telescópios no espaço?,O Sol morrerá um dia. O que ele se tornará?,Identifique a nebulosa:,Selecione a alternativa que associa corretamente a constelação a seu nome:
10226605265,216856699,09/19/2018 11:31:59 AM,09/19/2018 11:37:58 AM,,,,,,45 a 60,Masculino,Pós-graduação Completo,Pós-graduação Completo,Superior Completo,Médico,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É um tipo de galáxia raro, confundido inicialmente com uma estrela",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10226574425,216856699,09/19/2018 11:19:47 AM,09/19/2018 11:42:56 AM,,,,,,45 a 60,Feminino,Superior Completo,Médio Incompleto,Médio Completo,Dentista,Uma estrela,8,Marte,Via Láctea,Um satélite natural,150 trilhões Km,Redondo,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,Não há diferença. Existem duas nomenclaturas apenas por questões históricas,"É um tipo de galáxia raro, confundido inicialmente com uma estrela",Marcelo Gleiser,"É uma região do espaço ""vazia"", sem massa e sem luz",A idade do universo é desconhecida,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Um Buraco Negro,Image 1,Escorpião
10226559932,216856699,09/19/2018 11:14:33 AM,09/19/2018 11:22:42 AM,,,,,,60 ou mais,Feminino,Pós-graduação Completo,Médio Completo,Fundamental Completo,Enfermeiro,Uma estrela,9,Marte,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É uma região do espaço ""vazia"", sem massa e sem luz",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Anã Branca,Image 1,Escorpião
10226554202,216856699,09/19/2018 11:13:04 AM,09/19/2018 11:20:14 AM,,,,,,45 a 60,Masculino,Pós-graduação Completo,Superior Completo,Superior Completo,Físico,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10226499766,216856699,09/19/2018 10:52:11 AM,09/19/2018 10:58:19 AM,,,,,,60 ou mais,Feminino,Superior Completo,Médio Completo,Fundamental Completo,Médico,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Marcelo Gleiser,"É uma região do espaço ""vazia"", sem massa e sem luz",A idade do universo é desconhecida,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Anã Branca,Image 4,Lira
10226486105,216856699,09/19/2018 10:46:58 AM,09/19/2018 10:52:17 AM,,,,,,18 a 24,Feminino,Médio Completo,Superior Completo,Médio Completo,Estudante,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 sextilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um cometa que passa muito perto da Terra,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",A idade do universo é desconhecida,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Um Buraco Negro,Image 4,Escorpião
10226425514,216856699,09/19/2018 10:22:16 AM,09/19/2018 10:32:59 AM,,,,,,45 a 60,Feminino,Médio Completo,Fundamental Completo,Fundamental Completo,Outros,Uma estrela,8,Marte,Via Láctea,Um planeta,150 bilhões Km,Redondo,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um cometa que passa muito perto da Terra,"Ambos possuem características físicas semelhantes, com a diferença que asteroides são mais velhos e podem entrar nas atmosferas de planetas","É o ""resto"" de uma estrela após esta ter morrido",Emilio Médici,"É uma pequena galáxia que perdeu toda massa através de colisões com outras galáxias maiores, tornando-se ""negra""",A idade do universo é desconhecida,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Um Buraco Negro,Image 1,Três Marias
10226422309,216856699,09/19/2018 10:21:59 AM,09/19/2018 10:26:30 AM,,,,,,45 a 60,Feminino,Pós-graduação Completo,Superior Completo,Superior Completo,Dentista,Uma estrela,8,Saturno,Via Láctea,Um satélite natural,150 trilhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É uma região do espaço ""vazia"", sem massa e sem luz",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Nada. Ele simplesmente desaparecerá,Image 1,Escorpião
10226422043,216856699,09/19/2018 10:22:09 AM,09/19/2018 10:26:43 AM,,,,,,35 a 44,Feminino,Pós-graduação Completo,Médio Completo,Superior Completo,Arquiteto,Uma estrela,7,Júpiter,Via Láctea,Um satélite natural,150 bilhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Emilio Médici,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10226395613,216856699,09/19/2018 10:10:54 AM,09/19/2018 10:12:14 AM,,,,,,35 a 44,Feminino,Pós-graduação Completo,Fundamental Incompleto,Fundamental Incompleto,Dentista,,,,,,,,,,,,,,,,,,
10226380014,216856699,09/19/2018 10:04:49 AM,09/19/2018 10:32:03 AM,,,,,,60 ou mais,Feminino,Superior Completo,Superior Completo,Fundamental Completo,Assistente Social,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Emilio Médici,"É uma região do espaço ""vazia"", sem massa e sem luz",550 milhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma nova estrela,Image 1,Três Marias
10226354474,216856699,09/19/2018 09:53:29 AM,09/19/2018 10:01:44 AM,,,,,,45 a 60,Feminino,Superior Completo,Fundamental Incompleto,Médio Completo,Dentista,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos possuem características físicas semelhantes, com a diferença que asteroides são mais velhos e podem entrar nas atmosferas de planetas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10226347278,216856699,09/19/2018 09:50:25 AM,09/19/2018 09:56:33 AM,,,,,,25 a 34,Masculino,Pós-graduação Completo,Superior Completo,Superior Incompleto,Professor,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 bilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Alberto Garibaldi,"É uma região do espaço ""vazia"", sem massa e sem luz",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Lira
10226331815,216856699,09/19/2018 09:44:24 AM,09/19/2018 09:48:42 AM,,,,,,25 a 34,Masculino,Pós-graduação Completo,Pós-graduação Completo,Pós-graduação Completo,Médico,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10226304628,216856699,09/19/2018 09:29:01 AM,09/19/2018 09:32:42 AM,,,,,,60 ou mais,Feminino,Pós-graduação Completo,Médio Completo,Médio Completo,Médico,,,,,,,,,,,,,,,,,,
10226298115,216856699,09/19/2018 09:28:48 AM,09/19/2018 09:29:48 AM,,,,,,45 a 60,Feminino,Superior Completo,Superior Completo,Superior Completo,Advogado,,,,,,,,,,,,,,,,,,
10226294579,216856699,09/19/2018 09:27:33 AM,09/19/2018 09:32:27 AM,,,,,,25 a 34,Feminino,Superior Completo,Pós-graduação Completo,Superior Completo,Médico,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 sextilhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Um Buraco Negro,Image 4,Lira
10226284085,216856699,09/19/2018 09:22:20 AM,09/19/2018 09:32:30 AM,,,,,,45 a 60,Masculino,Superior Incompleto,Fundamental Completo,Fundamental Completo,Autônomo,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É o ""resto"" de uma estrela após esta ter morrido",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",550 milhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Supernova,Image 1,Caixa
